Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Pays_preferences.terms.HenkelSKPeAcad_dba1a9""))",Chrome 107.0.0.0,,,2023-02-10 12:07:48,2023-02-10 12:07:51,2.704s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Prfrences de communication_subscripti_11c1ef""))",Chrome 107.0.0.0,,,2023-02-10 12:07:51,2023-02-10 12:07:53,2.432s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Prfrences de communication_subscripti_c9f577""))",Chrome 107.0.0.0,,,2023-02-10 12:07:53,2023-02-10 12:07:56,2.541s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Prfrences de communication_subscripti_0ddd69""))",Chrome 107.0.0.0,,,2023-02-10 12:07:56,2023-02-10 12:07:58,2.545s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input_Prfrences de communication_gigya-inpu_cec64f""))",Chrome 107.0.0.0,,,2023-02-10 12:07:58,2023-02-10 12:08:01,2.567s,PASSED
getUrl(),Chrome 107.0.0.0,,,2023-02-10 12:08:01,2023-02-10 12:08:01,0.016s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_Senregistrer/h2_Profitez des avantages de""), ""Profitez des avantages de"")",Chrome 107.0.0.0,,,2023-02-10 12:08:01,2023-02-10 12:08:01,0.588s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/input""))",Chrome 107.0.0.0,,,2023-02-10 12:08:01,2023-02-10 12:08:09,7.925s,PASSED
getUrl(),Chrome 107.0.0.0,,,2023-02-10 12:08:09,2023-02-10 12:08:09,0.050s,PASSED
"click(findTestObject(""Object Repository/Page_Senregistrer/heliux-grid_section-f47ba71989           --_0c9352""))",Chrome 107.0.0.0,,,2023-02-10 12:08:09,2023-02-10 12:09:15,1m - 5.772s,PASSED
closeBrowser(),Chrome 107.0.0.0,,,2023-02-10 12:09:15,2023-02-10 12:09:15,0.260s,PASSED
